symbol,bar,timestamp,direction,edge_score,meta_conf,regime_str,adx,vol_z,rsi,rsi_slope,rsi_accel,macro_w,macro_d,total_conf,macd_hist,choppiness,bos,atr,atr_pct,price,blk_dir_regime,blk_htf_veto,blk_atr_live,blk_min_quality,blk_score_signal,blk_stability,blk_adx25,blk_macd_align,score_signal,exit_bar,exit_reason,pnl,won,bars_held
SOL/USDT,363,2026-05-05 16:00:00,short,86.73493348170331,0.588535487651825,low_low_up,33.927006136004266,0.3953723656296898,66.80672229609499,1.9377633986031266,0.0020387925189191414,0.0,0.0,0.5048134476745065,0.0703264114242747,47.53410027956383,0.0,0.4585714285714277,0.005375353751862943,85.31,False,False,True,False,False,False,False,True,53.0,366,SL,-1.0776428571428482,False,3
SOL/USDT,440,2026-05-08 21:00:00,short,81.9856831340558,0.5946900248527527,med_med_up,40.95660519732704,-0.4597093137098733,86.04240261402948,3.512838172028695,-0.5769174739902234,0.0,0.0,0.7045095094981723,0.4285264131388635,23.544962947307226,0.0,0.8049999999999956,0.008721560130010787,92.3,False,False,False,False,True,False,False,True,53.0,476,SL,-1.8917499999999876,False,36
SOL/USDT,512,2026-05-11 21:00:00,short,79.8748634481087,0.5595940947532654,med_med_up,29.794950540326926,-1.1311487470190693,64.5658262039326,2.3748746270822187,-0.04942401560422871,0.0,0.0,0.5269710709770086,0.17791589304091016,43.50887593191166,0.0,0.9771428571428545,0.010031237625940402,97.41,False,False,False,False,True,False,False,True,42.93743172405435,551,TP,4.592571428571418,True,39
SOL/USDT,581,2026-05-14 18:00:00,short,87.79839484583657,0.6898325681686401,med_med_up,27.73830746481024,-0.0583088930831391,71.91679034073775,1.3562146303984977,-0.08811817262765986,0.0,0.0,0.6568279886067598,0.4145425709654764,42.617187149558816,0.0,0.9257142857142853,0.009908105380651667,93.43,False,False,False,False,False,False,False,True,53.0,600,TP,4.350857142857137,True,19
SOL/USDT,607,2026-05-15 20:00:00,short,75.11114893776082,0.6998279094696045,med_med_down,53.09870535279242,-0.8915270543115342,33.82899619449694,-0.09045425166248562,-0.11665135532666854,0.0,0.0,-0.541854497950583,-0.10632909242287225,44.9433386763756,0.0,0.7042857142857153,0.007888504864311327,89.28,False,False,True,False,True,False,False,False,50.55557446888041,620,TP,3.310142857142864,True,13
SOL/USDT,642,2026-05-17 07:00:00,short,64.61536650938528,0.6523668766021729,low_low_flat,24.68150052177336,-0.7125107943686075,53.33333302222215,2.707108449863255,-0.3936217226731449,0.0,0.0,0.32820787372199267,0.19826796612396813,49.24731520589455,0.0,0.41071428571428675,0.0047224823009576495,86.97,False,False,True,True,True,False,True,True,30.30768325469264,658,TP,1.9303571428571473,True,16
SOL/USDT,692,2026-05-19 09:00:00,short,67.69356550934364,0.6501831412315369,med_low_flat,11.132485723413357,0.5242213480693793,46.562499796289075,0.5362940406094585,-0.4620792408181974,0.0,0.0,-0.26852172831923804,0.046102066823770466,73.63438223766762,0.0,0.6107142857142845,0.007204368122145624,84.77,False,False,True,True,True,False,True,True,31.84678275467182,722,SL,-1.4351785714285654,False,30
SOL/USDT,730,2026-05-20 23:00:00,short,83.85075321818107,0.6269894242286682,med_med_up,35.57353652200678,-0.6949033734115379,64.3990927660799,0.34000723306290204,-0.17883956898732456,0.0,0.0,0.5108478027320655,0.062052503786076296,43.30252419250953,0.0,0.7807142857142851,0.009060163464248405,86.17,False,False,False,False,True,False,False,True,53.0,778,TIMEOUT,1.769999999999996,True,48
SOL/USDT,787,2026-05-23 08:00:00,short,76.86205062679372,0.7277324795722961,med_med_down,65.9073747839823,0.8887803728219578,18.04222643904197,-1.2588709732598562,-0.012319429056521392,0.0,0.0,-0.6989089614421993,-0.2584547442937847,35.874392635239786,0.0,0.7385714285714288,0.008992711902732604,82.13,False,False,False,False,True,False,False,False,53.43102531339686,793,SL,-1.7356428571428637,False,6
SOL/USDT,803,2026-05-24 00:00:00,short,75.82001528165696,0.687897801399231,med_med_up,43.797699823457656,-0.6461657211558137,78.58267699210117,4.959485650617131,-0.20235068898587283,0.0,0.0,0.5481438024740319,0.3624161754736537,25.093568389156275,0.0,0.836428571428571,0.009738369675498557,85.89,False,False,False,False,True,False,False,True,50.91000764082848,851,TIMEOUT,1.4899999999999949,True,48
SOL/USDT,867,2026-05-26 16:00:00,short,79.35048646108547,0.6674398183822632,low_med_down,38.73032830779888,0.7432045578645178,52.45098021217803,3.3869674058757884,-0.10779231969599934,0.0,0.0,-0.2181883594269312,0.013611882455689811,49.210174560010024,0.0,0.7221428571428541,0.008573463815064158,84.23,False,False,False,False,True,False,False,True,52.67524323054273,902,TP,3.394071428571422,True,35
SOL/USDT,922,2026-05-28 23:00:00,short,86.44725792985103,0.7228361368179321,low_med_flat,45.0485775546555,-1.002181421093631,59.2132503459658,3.3206585373367643,-0.41350059281025375,0.0,0.0,0.396406610194492,0.1860840053878035,47.11409875582177,0.0,0.7671428571428578,0.009342867581815344,82.11,False,False,False,False,False,False,False,True,43.0,970,TIMEOUT,-0.6200000000000045,False,48
SOL/USDT,976,2026-05-31 05:00:00,short,71.68357208911266,0.6077136993408203,low_low_flat,32.216873904762465,-0.7251221937589527,59.99999950588252,0.6456988434249289,-0.7813640976121385,0.0,0.0,0.4494809261248031,0.011829942140392902,58.93288047425519,0.0,0.32642857142857096,0.0039314533473271225,83.03,False,False,True,False,True,False,False,True,48.84178604455633,987,TP,1.5342142857142846,True,11
SOL/USDT,1008,2026-06-01 13:00:00,short,92.28776336420924,0.6961730718612671,low_med_down,34.09467005231865,3.806092610619345,28.18791939687398,-1.2779662605116826,-0.4477022181352479,0.0,0.0,-0.7444655376707882,-0.16489161816319514,35.14032959700786,-1.0,0.7900000000000021,0.009894789579158344,79.84,False,False,False,False,False,False,False,False,65.0,1034,TP,3.713000000000008,True,26
SOL/USDT,1056,2026-06-03 13:00:00,short,86.33332272504057,0.7009061574935913,high_high_down,49.30749805040466,-0.32208463649048963,52.35457053560049,2.883726382396811,-0.09588006185592546,0.0,0.0,-0.21118714376710218,0.2469700735854261,60.05389452790305,0.0,0.8957142857142841,0.012011724362535661,74.57,False,False,False,False,False,False,False,True,53.0,1067,TP,4.209857142857132,True,11
SOL/USDT,1083,2026-06-04 16:00:00,short,88.1956268907738,0.7124586701393127,high_high_down,46.6586203971517,-0.8816470375647243,46.18937636874698,1.0231995143999584,-0.1427604529086881,0.0,0.0,-0.39318534717321335,0.19406430330476399,60.07639359491693,0.0,1.2664285714285708,0.01824562125671475,69.41,False,False,False,False,False,False,False,True,43.0,1107,TP,5.952214285714284,True,24
SOL/USDT,1126,2026-06-06 11:00:00,short,89.04022813771718,0.661259651184082,high_high_down,52.44253848566442,-0.6572124832701672,39.103138964354805,-0.04867478026494036,0.005461234766020194,0.0,0.0,-0.35685065077729583,0.07308786030447667,59.294775521003054,0.0,1.3928571428571412,0.022299986276931496,62.46,False,False,False,False,False,False,False,True,48.0,1147,SL,-3.273214285714282,False,21
SOL/USDT,1194,2026-06-09 07:00:00,short,78.3719600656441,0.5778390765190125,med_med_up,28.05874824460698,-0.5309774909907482,44.39359253512358,-2.3229925160583633,-0.18320883402353205,0.0,0.0,0.0789028702529486,-0.05576256495297899,50.732905091856175,0.0,0.7492857142857119,0.011201759818892388,66.89,False,False,False,False,True,False,False,False,67.18598003282204,1220,TP,3.5216428571428438,True,26
SOL/USDT,1223,2026-06-10 12:00:00,short,100.0,0.6588115692138672,med_med_down,43.71015320034498,3.0984637364062424,40.30612230502909,-0.590207766592998,0.013590939577867611,0.0,0.0,-0.3356277249580303,-0.02993560071879342,54.3389597157901,0.0,0.7157142857142854,0.011160366220400522,64.13,False,False,False,False,False,False,False,False,78.0,1246,SL,-1.6819285714285712,False,23
SOL/USDT,1249,2026-06-11 14:00:00,short,87.67474190859303,0.604513943195343,med_med_flat,43.840980082258355,-0.05128718980191112,67.49999980312494,2.019218468120894,-0.19495857544469786,0.0,0.0,0.4475745520780383,0.10133685550009475,56.01521721766475,0.0,0.6978571428571436,0.010678762706306712,65.35,False,False,False,False,False,False,False,True,53.0,1252,SL,-1.639964285714285,False,3
SOL/USDT,1272,2026-06-12 13:00:00,short,93.31899104032274,0.6280462741851807,med_med_up,23.943721898666475,1.8932051904193952,47.04225333560789,-1.7184493319180538,-0.06097413781822225,0.0,0.0,-0.1804142809912573,-0.08067332502273433,64.73401533695606,0.0,0.5349999999999976,0.008018585131894448,66.72,False,False,False,False,False,False,True,False,68.0,1273,SL,-1.257249999999999,False,1
SOL/USDT,1286,2026-06-13 03:00:00,short,69.7814513013036,0.6155279278755188,med_med_flat,27.47866852446444,-0.6241211440357689,51.43884879134099,-0.5014762602370388,-0.2080905721180259,0.0,0.0,-0.03991378455039805,-0.06002469339829078,53.57543205242624,0.0,0.6749999999999972,0.010092703349282256,66.88,False,False,False,True,True,False,False,False,67.8907256506518,1298,SL,-1.5862499999999926,False,12
SOL/USDT,1301,2026-06-13 18:00:00,short,80.2753494666671,0.6261749863624573,low_low_up,46.55425038262098,-1.1397325669259493,76.64233537482012,2.512628705513416,-0.34477924939379756,0.0,0.0,0.5449051552226011,0.05182469940241624,39.73548323938871,0.0,0.4492857142857127,0.00659453565662282,68.13,False,False,True,False,True,False,False,True,43.0,1304,SL,-1.05582142857142,False,3
SOL/USDT,1307,2026-06-14 00:00:00,short,84.57437322440715,0.5958911180496216,low_low_up,66.65352853346123,-0.37721779837180147,68.14404405705922,0.10931503796446296,-0.3869921683805221,0.0,0.0,0.4391855740806909,0.061481782586013556,39.638476037671346,0.0,0.5114285714285722,0.0074389610389610505,68.75,False,False,True,False,True,False,False,True,53.0,1328,SL,-1.2018571428571505,False,21
SOL/USDT,1378,2026-06-16 23:00:00,short,61.1662609494909,0.6393078565597534,low_med_flat,12.856883064931793,-1.1954524401596558,36.45621170867887,-0.8913128929781828,-0.41841220929603423,0.0,0.0,-0.3786609853620932,-0.1209273106511291,46.50560146700031,0.0,0.7678571428571429,0.010444193999689105,73.52,False,False,False,True,True,False,True,False,33.583130474745445,1418,TP,3.608928571428578,True,40
SOL/USDT,1438,2026-06-19 11:00:00,short,76.7180607604063,0.6938751935958862,med_med_down,38.9158511395007,-0.6864611561205646,31.66666654351873,0.14988105160856313,-0.3670445540965803,0.0,0.0,-0.5897166724759955,-1.9448291972867793e-05,60.14486147130941,0.0,0.586428571428572,0.008592360020931458,68.25,False,False,False,False,True,False,False,False,61.35903038020315,1450,SL,-1.3781071428571465,False,12
SOL/USDT,1453,2026-06-20 02:00:00,short,83.84120643662308,0.635536789894104,low_med_flat,35.84801039840972,-1.111724834818717,62.29116924294122,2.0146274863098945,-0.22967736113891757,0.0,0.0,0.3161299237270446,0.16337669065555874,63.19802763175199,0.0,0.6085714285714293,0.008737565377909968,69.65,False,False,False,False,True,False,False,True,43.0,1455,SL,-1.4301428571428545,False,2
SOL/USDT,1550,2026-06-24 03:00:00,short,79.7958520028848,0.6543219685554504,low_med_down,46.8654445718159,-0.525852102460465,56.92307661656802,4.25000666169521,-0.03243266640856035,0.0,0.0,0.03467464921869657,0.21691581785572467,56.27096880359079,0.0,0.5464285714285698,0.007855499876776448,69.56,False,False,True,False,True,False,False,True,52.8979260014424,1563,TP,2.5682142857142765,True,13
SOL/USDT,1638,2026-06-27 19:00:00,short,77.15672825862872,0.6251741051673889,low_low_down,17.24890735325877,1.919109806262653,41.504854227896125,0.7086827174119912,-0.39208945582726407,0.0,0.0,-0.5764390690691825,-0.19371272673470696,49.380189767059555,-1.0,0.5407142857142873,0.0076039134540048835,71.11,False,False,True,False,True,False,True,False,61.57836412931436,1655,SL,-1.2706785714285758,False,17
